source_row_index,sentence,emotion,cleaned_text
2700,Being around them makes me super happy always!,love,being around them makes me super happy always!
5644,Happiness definitely flooded me when I got the news.,happiness,happiness definitely flooded me when i got the news.
6003,This wedding was definitely the best day ever!,happiness,this wedding was definitely the best day ever!
10165,Walking into this wedding feels very surreal and magical.,happiness,walking into this wedding feels very surreal and magical.
6997,I'm starting to get nervous about my job interview.,fear,i'm starting to get nervous about my job interview.
9391,I'm feeling really close to him right now.,love,i'm feeling really close to him right now.
19001,Felt utterly elated when he finally proposed to me.,happiness,felt utterly elated when he finally proposed to me.
3870,This sunshine makes me feel somewhat carefree today.,happiness,this sunshine makes me feel somewhat carefree today.
19270,I'm feeling a little fearful of the dark tonight.,fear,i'm feeling a little fearful of the dark tonight.
18089,I just got a call from an old friend randomly.,surprise,i just got a call from an old friend randomly.
14323,Life is rather amazing when surrounded by great friends.,happiness,life is rather amazing when surrounded by great friends.
6225,"I'm really falling for you right now, no joke.",love,"i'm really falling for you right now, no joke."
13441,I feel so happy when he's by my side always,love,i feel so happy when he's by my side always
6027,I just saw a spider and I'm totally freaked.,fear,i just saw a spider and i'm totally freaked.
10885,I'm scared of being late for my job interview.,fear,i'm scared of being late for my job interview.
9258,I feel so angry about what you did.,anger,i feel so angry about what you did.
7248,This long wait in line is really testing me.,anger,this long wait in line is really testing me.
5491,"I'm struggling to find motivation lately, it's weird.",sadness,"i'm struggling to find motivation lately, it's weird."
3302,I just want to scream and cry all day today.,sadness,i just want to scream and cry all day today.
4378,I have a huge crush on you right now.,love,i have a huge crush on you right now.
12343,This movie plot twist blew my mind somehow tonight.,surprise,this movie plot twist blew my mind somehow tonight.
9494,Wish things could go back to how they used be,sadness,wish things could go back to how they used be
8217,"Just got some bad news from my family, feeling down.",sadness,"just got some bad news from my family, feeling down."
15692,Today didn't turn out as planned for me sadly.,sadness,today didn't turn out as planned for me sadly.
426,My heart beats only for you now seriously.,love,my heart beats only for you now seriously.
3474,I care about him deeply it's true.,love,i care about him deeply it's true.
1657,I'm really going to miss my favorite TV show.,sadness,i'm really going to miss my favorite tv show.
18027,"Oh god, what if something happens to my family?",fear,"oh god, what if something happens to my family?"
18446,This person makes me feel seen and heard daily.,love,this person makes me feel seen and heard daily.
4461,What if it rains during our outdoor wedding ceremony?,fear,what if it rains during our outdoor wedding ceremony?
4188,Why did her smile completely transform the entire room?,happiness,why did her smile completely transform the entire room?
20111,My mood is off for some reason lately.,sadness,my mood is off for some reason lately.
3082,My interview is scheduled for later and I'm on edge.,fear,my interview is scheduled for later and i'm on edge.
5178,Her graduation day is clearly the best day ever.,happiness,her graduation day is clearly the best day ever.
6250,I fear something bad might happen tonight maybe.,fear,i fear something bad might happen tonight maybe.
12230,I'm struggling to focus on anything right now.,sadness,i'm struggling to focus on anything right now.
5226,Feeling a bit lonely at home right now,sadness,feeling a bit lonely at home right now
20027,My anxiety is off the charts right now honestly.,fear,my anxiety is off the charts right now honestly.
4994,This thunderstorm is making me really anxious right now.,fear,this thunderstorm is making me really anxious right now.
19840,I'm freaking out a bit about this big decision,fear,i'm freaking out a bit about this big decision
19922,"I'm so into you and it's kinda scary, lol",love,"i'm so into you and it's kinda scary, lol"
83,I feel kinda down about this situation.,sadness,i feel kinda down about this situation.
9370,It felt slightly brighter after she smiled at me.,happiness,it felt slightly brighter after she smiled at me.
5006,My crush on her is getting stronger every day,love,my crush on her is getting stronger every day
3239,Feeling really grateful for our relationship today.,love,feeling really grateful for our relationship today.
6807,I'm really frustrated with this stupid traffic jam.,anger,i'm really frustrated with this stupid traffic jam.
11114,I'm really stressing about this deadline looming over,fear,i'm really stressing about this deadline looming over
5775,"I'm really happy when we're together, always.",love,"i'm really happy when we're together, always."
